Runmode,LOB,SmartCommsTemplateId,Subject,SenderEmail,SignatureTemplateId,NotificationNumber,CaseNumber,PolicyRef,AttachmentSource,RecipientCustomerNumber,RecipientOrgShortName,RecipientOrgName,RecipientOrgABN,RecipientOrgBankAccount,RecipientPhoneNumber,RecipientMobileNumber,RecipientEmail,RecipientAddressStreet,RecipientAddressSuburb,RecipientAddressState,RecipientAddressPostcode,RecipientAddressCountry,FooterText,FooterEmail,SignatureCurrentUserName,SignatureCurrentUseRole,SignatureCompany,SignaturePhoneNumber,SignatureImageId,DefaultAttachmentFileName
Y,Liability,157985358,CN006820-01  Property liability Claim-Closure Notice,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,CN006820,CN006820-01,AU-ICALLIANCE-LIABILITY-2017-TMFGLLIABILITYV1,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,"10 Downing St, London City, FortElizibeth",London City,,SW1A2AA,United Kingdom,You can call us on 07 3005 1610 or email us at,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157861661,
Y,Liability,157861668,CN006820-01  Property liability Claim-New Liability Claim Notification,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,CN006820,CN006820-01,AU-ICALLIANCE-LIABILITY-2017-TMFGLLIABILITYV1,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,"10 Downing St, London City, FortElizibeth",London City,,SW1A2AA,United Kingdom,You can call us on 07 3005 1610 or email us at,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157804755,
Y,PAS(on Liability),157910255,Our ref: CN000171-01 Acknowledgement of new claim,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910271,Our ref: CN000171-01 Follow up request for further information,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910273,Our ref: CN000171-01 Referral instructions required,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,,,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910274,Our ref: CN000171-01 New appointment instructions,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,,,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910275,Our ref: CN000171-01 Notice of medical appointment,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910276,Our ref: CN000171-01 Request for further information,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,07 3005 1613,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910278,Our ref: CN000171-01 Request for medical records,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910387,Our ref: CN000171-01  Closure Notice,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at,liabilityclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910258,Our ref: CN000171-01 Details of your benefit payment,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910260,Our ref: CN000171-01 Details of your benefit payment,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014125,CN014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910265,Our ref: CN000171-01 Outcome of initial claim assessment,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014124,CN014124-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
Y,PAS(on Liability),157910267,Our ref: CN000171-01 Outcome of initial claim assessment,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_LIABILITY,CN014124,CN014124-01,AU-AEGLON-Liability-2016-Aegis Pen Liab 2016,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: +61 7 3005 1610,157940098,
Y,PAS(on Liability),157910269,Our ref: CN000171-01 Final request for further information,icare_eze_inbound_si@icare-gb.com.au,SIG_BLOCK_BUDGET_DIRECT,CN014124,CN014124-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1613 or email us at,ahclaims@gbtpa.com.au,Liability CC1,Claims Consultant,,P: (07) 3012 3060,290014612,
