Runmode,LOB,SmartCommsTemplateId,Subject,SenderEmail,SignatureTemplateId,NotificationNumber,CaseNumber,PolicyRef,AttachmentSource,RecipientCustomerNumber,RecipientOrgShortName,RecipientOrgName,RecipientOrgABN,RecipientOrgBankAccount,RecipientPhoneNumber,RecipientMobileNumber,RecipientEmail,RecipientAddressStreet,RecipientAddressSuburb,RecipientAddressState,RecipientAddressPostcode,RecipientAddressCountry,FooterText,FooterEmail,SignatureCurrentUserName,SignatureCurrentUseRole,SignatureCompany,SignaturePhoneNumber,SignatureImageId,DefaultAttachmentFileName
Y,Property,157909994,Our ref: LU013953-01 Acknowledgement of new claim,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910004,Our ref: LU013954-01 Confirmation of notice of intent,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910005,Our ref: LU013953-01 Notice of intent,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910006,Our ref: LU013953-01 Acknowledgement of new claim,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910007,Our ref: LU013953-01 New claim notification,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910009,Our ref: LU013953-01 New appointment instructions - motor vehicle,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910246,Our ref: LU013953-01 New appointment instructions - property,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910249,Our ref: LU013953-01 Notice of intent,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910250,Our ref: LU013954-01 Outcome of claim assessment,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910253,Our ref: LU013954-01 Without prejudice offer,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910392,Our ref: LU013954-01  Closure Notice,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157909995,Our ref: LU013954-01 Confirmation of notice of intent,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157959147,Our ref: LU013954-01 New Claim Acknowledgement,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157959148,Our ref: LU013954-01 Coverage Acceptance Notice,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157959149,Our ref: LU013954-01 Settlement Finalised Notice,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157959150,Our ref: LU013954-01 Closure Notice,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157909997,Our ref: LU013954-01 Blank Template,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157959151,Our ref: LU013953-01 Reserve Amount,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157959152,Our ref: LU013953-01 Reserve Movement Amount,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157909998,Our ref: LU013953-01 Outcome of initial claim assessment,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157909999,Our ref: LU013953-01 Outcome of initial claim assessment,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910000,Our ref: LU013953-01 Outline of demands,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013953,LU013953-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910001,Our ref: LU013954-01 Follow up request for further information,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Property,157910002,Our ref: LU013954-01 Referral instructions required,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_PROPERTY,LU013954,LU013954-01,AU-APOLLO-PROPERTY-2016-COMMERCIAL PROPERTY,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,propertyclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Liability,157910405,Our ref: LU014125-01 Acknowledgement of new claim,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,LU014125,LU014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Liability,157910414,Our ref: LU014125-01 Notification only - indemnity reserved,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,LU014125,LU014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Liability,157910415,Our ref: LU014125-01 Referral instructions required,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,LU014125,LU014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Liability,157910416,Our ref: LU014125-01 Request for conflict of interest check,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,LU014125,LU014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Liability,157910417,Our ref: LU014125-01 New appointment instructions,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,LU014125,LU014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
Y,Liability,157910418,Our ref: LU014125-01 Without prejudice offer,email_test_gen89-si@gbtpa.com.au,SIG_BLOCK_LIABILITY,LU014125,LU014125-01,AU-CITYMAR-LIABILITY-2016-CITY MARKETS 2018/19,https://process.dms.view:123456@gen89-si-esb.gbau.ajgco.com:443/process/dms/document/view/,137,Chubbs,Chubbs,ABN100,ANZ1459789,,74553470,zac_sophios@gbtpa.com.au,1 Eagle Street,Brisbane,QLD,4000,Australia,You can call us on 07 3005 1610 or email us at ,liabilityclaims@gbtpa.com.au,Generic Claims Consultant,Claims Consultant,Gallagher Bassett Services Pty Ltd,P: 07 3005 1610,157940098,
